,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,year,make,model,body,transmission,state,condition,odometer,color,interior,mmr,sellingprice,income,using_time,region,K
978,978,978,198805,2005,chevrolet,Malibu,sedan,automatic,fl,1.9,94239.0,white,—,3950,2700,59100,10,southeast,1
979,979,979,308099,2011,toyota,Sienna,van,automatic,oh,3.5,87563.0,gold,tan,18000,16300,64520,4,midwest,1
980,980,980,359888,2012,kia,Sedona,van,automatic,ga,4.0,57691.0,silver,gray,10250,11600,61450,3,southeast,0
981,981,981,209903,2012,audi,A4,sedan,automatic,fl,4.3,21497.0,gray,black,19450,20000,59100,3,southeast,1
982,982,982,441744,2012,nissan,Altima,sedan,automatic,mo,4.5,17204.0,beige,gray,13450,15200,71660,3,midwest,0
983,983,983,362809,2012,audi,Q5,suv,automatic,ga,4.4,37697.0,black,brown,30000,31600,61450,3,southeast,0
984,984,984,69996,2013,hyundai,Genesis,sedan,automatic,tx,5.0,5322.0,white,tan,20900,25300,68360,2,southwest,2
985,985,985,300828,2010,dodge,Journey,suv,automatic,oh,4.0,71326.0,blue,gray,9000,9500,64520,4,midwest,1
986,986,986,127007,2015,kia,Sportage,suv,automatic,pa,4.8,12178.0,blue,black,18850,18600,73100,0,northeast,2
987,987,987,344180,2011,chevrolet,Silverado 1500,cab,automatic,ga,3.5,58972.0,white,gray,21300,22200,61450,4,southeast,0
988,988,988,173057,2013,nissan,Juke,hatchback,automatic,tn,4.3,10863.0,—,black,18100,18000,57290,2,southeast,1
989,989,989,244103,2003,ford,Taurus,sedan,automatic,fl,1.9,100000.0,gray,black,1425,700,59100,12,southeast,1
990,990,990,179435,2007,gmc,Yukon,suv,automatic,md,4.8,94291.0,black,—,17300,18000,89090,8,northeast,1
991,991,991,358873,2013,chrysler,200,sedan,automatic,ga,2.4,26098.0,—,black,11200,10900,61450,2,southeast,0
992,992,992,153835,2012,chevrolet,Malibu,sedan,automatic,wi,2.8,34119.0,silver,gray,10950,10400,67090,3,midwest,1
993,993,993,141622,2014,chevrolet,Impala,sedan,automatic,az,4.1,22099.0,white,black,18750,18800,63250,1,southwest,2
994,994,994,214092,2014,chrysler,Town and Country,van,automatic,fl,4.0,28337.0,gold,black,18500,17800,59100,1,southeast,1
995,995,995,273406,2003,jeep,Grand Cherokee,suv,automatic,nj,2.0,151878.0,red,tan,2525,400,82750,12,northeast,1
996,996,996,221226,2011,audi,S5,convertible,automatic,fl,3.4,22379.0,red,brown,33100,32200,59100,4,southeast,1
997,997,997,165532,2011,infiniti,G Sedan,sedan,automatic,tn,4.3,24206.0,gray,black,17450,17400,57290,4,southeast,1
998,998,998,312009,2014,jaguar,F-TYPE,convertible,automatic,oh,4.8,6147.0,—,tan,75000,77500,64520,1,midwest,1
999,999,999,249996,2013,honda,Civic,sedan,automatic,fl,1.9,25634.0,black,beige,12950,10100,59100,2,southeast,1
1000,1000,1000,202266,2012,volkswagen,Passat,sedan,automatic,fl,3.7,29906.0,—,black,12200,13400,59100,3,southeast,1
1001,1001,1001,24307,2012,ford,Mustang,coupe,automatic,ca,2.4,47737.0,black,black,13000,13700,77030,3,pacific,2
1002,1002,1002,68792,2011,chevrolet,Malibu,sedan,automatic,tx,2.2,73443.0,beige,black,7850,6000,68360,3,southwest,2
1003,1003,1003,249391,2014,kia,Soul,wagon,automatic,fl,3.7,33844.0,black,black,12600,12600,59100,1,southeast,1
1004,1004,1004,409672,2008,nissan,Sentra,sedan,automatic,il,1.9,62617.0,black,gray,5550,4800,73130,7,midwest,0
1005,1005,1005,394049,2007,toyota,Corolla,sedan,automatic,nc,1.9,209403.0,silver,gray,1700,2900,61490,8,southeast,0
1006,1006,1006,375902,2013,chevrolet,Impala,sedan,automatic,sc,4.1,34742.0,white,beige,13150,13400,56120,2,southeast,0
1007,1007,1007,204242,2013,hyundai,Sonata Hybrid,sedan,automatic,fl,3.6,44612.0,red,beige,13000,13100,59100,2,southeast,1
1008,1008,1008,347098,2004,chevrolet,Suburban,suv,automatic,ga,3.6,181192.0,blue,tan,3850,4800,61450,11,southeast,0
1009,1009,1009,43988,2013,mercedes-benz,E-Class,sedan,automatic,ca,4.0,20047.0,black,black,34200,34000,77030,2,pacific,2
1010,1010,1010,300038,2012,toyota,Camry,sedan,automatic,oh,3.6,17781.0,black,black,15250,16000,64520,2,midwest,1
1011,1011,1011,177512,2012,ford,Fusion,sedan,automatic,md,3.6,37420.0,blue,black,11250,10400,89090,3,northeast,1
1012,1012,1012,335187,2004,honda,Civic,sedan,automatic,ga,2.5,76270.0,blue,beige,4000,4200,61450,10,southeast,0
1013,1013,1013,34905,2013,mercedes-benz,C-Class,sedan,automatic,ca,4.4,4923.0,black,black,24500,24000,77030,2,pacific,2
1014,1014,1014,224268,2011,ford,Focus,sedan,automatic,fl,2.8,125534.0,black,black,4200,4600,59100,4,southeast,1
1015,1015,1015,54802,2013,hyundai,Elantra,sedan,automatic,ca,3.5,20783.0,white,beige,14200,14100,77030,2,pacific,2
1016,1016,1016,412451,2012,honda,Accord,sedan,automatic,il,3.6,44114.0,black,beige,13050,13200,73130,3,midwest,0
1017,1017,1017,240879,2012,lexus,IS 250,sedan,automatic,fl,3.6,23963.0,gray,beige,21400,21200,59100,3,southeast,1
1018,1018,1018,179356,2012,volkswagen,Golf,hatchback,automatic,md,4.1,63122.0,red,black,9025,8700,89090,3,northeast,1
1019,1019,1019,454899,2004,nissan,Maxima,sedan,automatic,ma,1.9,94580.0,silver,gray,3775,3800,82150,11,northeast,0
1020,1020,1020,272766,2011,mazda,Mazda3,sedan,automatic,nj,2.5,14894.0,gray,black,11000,9200,82750,4,northeast,1
1021,1021,1021,111820,2012,nissan,Altima,sedan,automatic,pa,4.3,38742.0,black,black,11750,12400,73100,3,northeast,2
1022,1022,1022,215498,2012,infiniti,G Sedan,sedan,automatic,fl,2.9,48140.0,blue,black,18650,17400,59100,3,southeast,1
1023,1023,1023,92314,2002,buick,LeSabre,sedan,automatic,tx,2.6,137097.0,blue,gray,1875,1600,68360,13,southwest,2
1024,1024,1024,228730,2007,bmw,7 Series,sedan,automatic,fl,2.0,107608.0,black,tan,11400,11600,59100,8,southeast,1
1025,1025,1025,199349,2013,toyota,Corolla,sedan,automatic,fl,4.4,15711.0,black,black,13900,13900,59100,2,southeast,1
1026,1026,1026,274465,2013,dodge,Grand Caravan,van,automatic,nj,3.6,47171.0,—,black,14400,13000,82750,2,northeast,1
1027,1027,1027,42686,2013,ford,Focus,sedan,automatic,ca,3.0,38116.0,silver,black,10500,11700,77030,2,pacific,2
1028,1028,1028,267844,2010,jeep,Liberty,suv,automatic,nj,4.2,92738.0,beige,black,9875,9600,82750,5,northeast,1
1029,1029,1029,276857,2008,pontiac,G6,sedan,automatic,nj,3.7,93555.0,silver,gray,5150,4500,82750,7,northeast,1
1030,1030,1030,138926,2007,buick,Lucerne,sedan,automatic,mn,4.0,126085.0,gold,beige,4925,5400,83200,8,midwest,2
1031,1031,1031,213344,2011,mazda,CX-9,suv,automatic,fl,2.5,97014.0,black,black,9600,9600,59100,4,southeast,1
1032,1032,1032,236527,2006,dodge,Charger,sedan,automatic,fl,3.0,93971.0,silver,black,6700,5700,59100,9,southeast,1
1033,1033,1033,68135,2008,chevrolet,Equinox,suv,automatic,tx,3.5,74905.0,silver,gray,6900,6500,68360,6,southwest,2
1034,1034,1034,383736,2007,chevrolet,TrailBlazer,suv,automatic,nc,2.9,82076.0,silver,gray,5650,5800,61490,8,southeast,0
1035,1035,1035,210997,2012,ford,Fiesta,sedan,manual,fl,3.8,54688.0,white,beige,7900,7600,59100,3,southeast,1
1036,1036,1036,218901,2014,chevrolet,Cruze,sedan,automatic,fl,4.0,10939.0,silver,black,13500,13400,59100,1,southeast,1
1037,1037,1037,77376,2013,ford,E-Series Van,van,automatic,tx,4.2,67854.0,white,gray,13650,14600,68360,2,southwest,2
1038,1038,1038,280447,2012,nissan,Maxima,sedan,automatic,nj,3.6,39013.0,white,black,17100,15600,82750,3,northeast,1
1039,1039,1039,421375,2013,toyota,Corolla,sedan,automatic,il,2.5,49803.0,white,black,11650,12000,73130,2,midwest,0
1040,1040,1040,139042,2013,ford,Focus,hatchback,automatic,mn,1.9,61298.0,red,gray,8675,8700,83200,2,midwest,2
1041,1041,1041,422119,2013,ford,Escape,suv,automatic,il,4.9,12090.0,brown,gray,17050,18300,73130,2,midwest,0
1042,1042,1042,68330,2014,ford,Expedition,suv,automatic,tx,4.9,6339.0,white,tan,42400,44000,68360,1,southwest,2
1043,1043,1043,274238,2006,toyota,Highlander Hybrid,suv,automatic,nj,2.5,60659.0,black,gray,12050,10700,82750,9,northeast,1
1044,1044,1044,214083,2014,chrysler,Town and Country,van,automatic,fl,4.0,19268.0,white,black,19500,19600,59100,1,southeast,1
1045,1045,1045,206997,2014,chevrolet,Tahoe,suv,automatic,fl,3.7,46972.0,silver,black,37800,37500,59100,1,southeast,1
1046,1046,1046,380497,2010,dodge,Journey,suv,automatic,nc,3.5,121964.0,gray,gray,5800,6000,61490,4,southeast,0
1047,1047,1047,222445,2005,bmw,3 Series,sedan,automatic,fl,2.1,97162.0,blue,beige,5100,3850,59100,10,southeast,1
1048,1048,1048,67730,2008,audi,Q7,suv,automatic,tx,3.0,66960.0,gray,tan,21300,21500,68360,6,southwest,2
1049,1049,1049,144548,2013,infiniti,G Sedan,sedan,automatic,az,3.8,42999.0,silver,black,19750,20300,63250,2,southwest,2
1050,1050,1050,235361,2002,nissan,Sentra,sedan,automatic,fl,1.9,214267.0,white,gray,775,700,59100,13,southeast,1
1051,1051,1051,257064,2006,jeep,Liberty,suv,automatic,fl,2.0,120420.0,blue,gray,4450,4500,59100,9,southeast,1
1052,1052,1052,132236,2014,ford,Fusion,sedan,automatic,mn,4.7,10946.0,—,black,16250,16800,83200,1,midwest,2
1053,1053,1053,106361,2013,chevrolet,Impala,sedan,automatic,tx,4.4,29785.0,silver,beige,10800,12700,68360,2,southwest,2
1054,1054,1054,97208,2006,dodge,Grand Caravan,van,automatic,tx,2.4,119512.0,gold,brown,2400,1600,68360,9,southwest,2
1055,1055,1055,61102,2012,mercedes-benz,E-Class,sedan,automatic,ca,3.3,14618.0,black,black,27800,28500,77030,3,pacific,2
1056,1056,1056,283332,2012,honda,Civic,coupe,automatic,nj,3.1,111606.0,gray,gray,7975,7200,82750,3,northeast,1
1057,1057,1057,94365,2007,chevrolet,Express Cargo,van,automatic,tx,2.8,159669.0,white,gray,5425,7100,68360,8,southwest,2
1058,1058,1058,67513,2012,chevrolet,Traverse,suv,automatic,tx,3.0,25810.0,gray,gray,16600,16500,68360,3,southwest,2
1059,1059,1059,468877,2013,chevrolet,Malibu,sedan,automatic,ms,3.6,16551.0,white,black,14500,14800,48460,2,southeast,0
1060,1060,1060,195418,2002,honda,Accord,sedan,automatic,fl,1.9,227561.0,black,gray,1525,1600,59100,13,southeast,1
1061,1061,1061,227873,2014,audi,A6,sedan,automatic,fl,4.9,5648.0,gray,beige,41700,42000,59100,1,southeast,1
1062,1062,1062,435997,2013,ford,F-250 Super Duty,cab,automatic,mo,4.5,28744.0,white,black,44000,44000,71660,2,midwest,0
1063,1063,1063,414396,2013,ford,F-150,cab,automatic,il,3.5,11965.0,black,gray,21400,23300,73130,2,midwest,0
1064,1064,1064,159104,2014,ford,C-Max Hybrid,wagon,automatic,tn,4.6,29385.0,black,black,17300,18000,57290,0,southeast,1
1065,1065,1065,215946,2008,toyota,Highlander,suv,automatic,fl,4.0,120743.0,black,gray,11700,11700,59100,7,southeast,1
1066,1066,1066,431048,2013,chrysler,200,sedan,automatic,mo,3.4,27270.0,burgundy,black,11400,11300,71660,1,midwest,0
1067,1067,1067,243395,2007,toyota,Corolla,sedan,automatic,fl,2.8,66950.0,silver,gray,5600,7200,59100,8,southeast,1
1068,1068,1068,120038,2012,ford,Escape,suv,automatic,pa,4.9,17050.0,blue,gray,17950,17700,73100,3,northeast,2
1069,1069,1069,331650,2013,ford,Escape,suv,automatic,mi,4.3,44438.0,gray,black,20200,20200,65610,2,midwest,0
1070,1070,1070,286943,2012,nissan,Altima,sedan,automatic,nj,2.4,37793.0,—,black,11400,9500,82750,3,northeast,1
1071,1071,1071,141328,2014,volvo,XC60,suv,automatic,az,3.8,10778.0,silver,black,29400,28500,63250,1,southwest,2
1072,1072,1072,114656,2005,chrysler,300,sedan,automatic,pa,2.0,141281.0,gray,beige,4450,4000,73100,10,northeast,2
1073,1073,1073,254834,2015,kia,Sorento,suv,automatic,fl,4.8,13369.0,white,black,18950,19200,59100,0,southeast,1
1074,1074,1074,374076,2012,chevrolet,Sonic,sedan,automatic,va,2.5,19194.0,red,gray,8375,7800,74430,3,southeast,0
1075,1075,1075,340099,2011,toyota,Sienna,van,automatic,ga,3.7,82051.0,gray,gray,13400,12400,61450,4,southeast,0
1076,1076,1076,431532,2008,pontiac,Grand Prix,sedan,automatic,mo,3.2,114877.0,blue,black,4125,6400,71660,7,midwest,0
1077,1077,1077,143089,2013,ford,Mustang,coupe,automatic,az,4.0,69363.0,black,black,12900,13600,63250,2,southwest,2
1078,1078,1078,394307,2014,toyota,Corolla,sedan,automatic,nc,3.7,39438.0,white,gray,12250,12100,61490,1,southeast,0
1079,1079,1079,316831,2013,chevrolet,Sonic,hatchback,automatic,oh,2.8,52187.0,blue,black,7925,7400,64520,2,midwest,0
1080,1080,1080,321403,2012,chrysler,Town and Country,van,automatic,mi,5.0,90080.0,gray,black,10100,12000,65610,2,midwest,0
1081,1081,1081,15168,2012,honda,Civic,sedan,automatic,ca,2.4,26527.0,gray,gray,12400,12200,77030,3,pacific,2
1082,1082,1082,289477,2014,hyundai,Elantra,sedan,automatic,nv,4.9,9543.0,blue,gray,13650,13500,62960,0,mountain west,1
1083,1083,1083,331220,2014,gmc,Sierra 1500,cab,automatic,mi,4.6,8832.0,black,gray,30900,30700,65610,1,midwest,0
1084,1084,1084,468995,2013,toyota,Camry,sedan,automatic,ms,2.8,52637.0,white,gray,11650,11500,48460,2,southeast,0
1085,1085,1085,433383,2014,ford,Expedition,suv,automatic,mo,4.1,32560.0,brown,tan,32000,32100,71660,1,midwest,0
1086,1086,1086,372042,2002,hyundai,Santa Fe,suv,automatic,va,1.9,116964.0,black,gray,2025,1350,74430,13,southeast,0
1087,1087,1087,452104,2008,honda,Accord,sedan,automatic,ma,2.4,137949.0,silver,gray,6200,5200,82150,7,northeast,0
1088,1088,1088,267394,2013,ford,F-150,cab,automatic,nj,3.5,38114.0,gray,black,32100,32000,82750,2,northeast,1
1089,1089,1089,164137,2014,chrysler,200,sedan,automatic,tn,3.8,30246.0,black,black,13400,14100,57290,1,southeast,1
1090,1090,1090,152404,2014,toyota,Camry,sedan,automatic,wi,3.5,12024.0,white,gray,16800,16900,67090,1,midwest,1
1091,1091,1091,98121,2013,kia,Optima,sedan,automatic,tx,4.3,41346.0,brown,beige,14700,13900,68360,2,southwest,2
1092,1092,1092,31327,2012,mercedes-benz,Sprinter,van,automatic,ca,2.3,73630.0,white,black,21600,20000,77030,3,pacific,2
1093,1093,1093,93593,2003,nissan,Xterra,suv,automatic,tx,2.3,176764.0,red,black,2500,2100,68360,12,southwest,2
1094,1094,1094,170534,2014,nissan,Versa,sedan,automatic,tn,4.5,15179.0,white,black,10350,9800,57290,1,southeast,1
1095,1095,1095,199969,2007,toyota,Camry,sedan,automatic,fl,3.8,227097.0,blue,gray,4175,5200,59100,8,southeast,1
1096,1096,1096,434361,2014,chevrolet,Equinox,suv,automatic,mo,3.7,43105.0,black,gray,17050,17200,71660,1,midwest,0
1097,1097,1097,413741,2013,ford,Focus,sedan,automatic,il,2.2,30534.0,gray,gray,10950,9600,73130,2,midwest,0
1098,1098,1098,209120,2015,ford,F-250 Super Duty,cab,automatic,fl,4.9,9232.0,white,black,49500,48200,59100,0,southeast,1
1099,1099,1099,136186,2013,ford,Escape,suv,automatic,mn,4.1,113830.0,—,gray,11450,10300,83200,2,midwest,2
1100,1100,1100,431663,2013,dodge,Charger,sedan,automatic,mo,3.5,70311.0,silver,black,13300,12000,71660,1,midwest,0
1101,1101,1101,240917,2012,hyundai,Genesis,sedan,automatic,fl,3.6,24707.0,black,brown,19450,18600,59100,3,southeast,1
1102,1102,1102,52078,2014,kia,Forte,sedan,automatic,ca,3.4,40958.0,black,black,10000,10200,77030,1,pacific,2
1103,1103,1103,442284,2005,ford,Mustang,convertible,manual,mo,2.7,124307.0,yellow,black,6500,6400,71660,10,midwest,0
1104,1104,1104,152749,2009,bmw,5 Series,sedan,automatic,wi,1.0,88767.0,black,gray,12700,3100,67090,6,midwest,2
1105,1105,1105,423669,2014,ford,Explorer,suv,automatic,co,4.9,13809.0,white,beige,30300,30500,80610,1,mountain west,0
1106,1106,1106,392430,2002,ford,F-150,cab,automatic,nc,3.4,172918.0,blue,beige,3225,3900,61490,13,southeast,0
1107,1107,1107,205166,2013,nissan,Altima,sedan,automatic,fl,3.0,47579.0,gray,black,12700,12800,59100,2,southeast,1
1108,1108,1108,211513,2015,chrysler,200,sedan,automatic,fl,2.5,6139.0,gray,black,15250,13900,59100,0,southeast,1
1109,1109,1109,64348,2004,volvo,S60,sedan,automatic,ca,2.6,184330.0,silver,black,1050,800,77030,11,pacific,2
1110,1110,1110,441336,2009,ford,Fusion,sedan,automatic,mo,2.8,127559.0,silver,black,4175,3100,71660,6,midwest,0
1111,1111,1111,182134,2004,audi,A4,sedan,automatic,md,3.8,116254.0,red,beige,3300,4200,89090,11,northeast,1
1112,1112,1112,237063,2012,kia,Forte,sedan,automatic,fl,1.0,50997.0,gray,gray,8950,6600,59100,3,southeast,1
1113,1113,1113,6839,2003,toyota,4Runner,suv,automatic,ca,2.2,150354.0,white,beige,5725,4000,77030,12,pacific,2
1114,1114,1114,390310,2013,mazda,Mazda3,sedan,automatic,nc,4.4,12782.0,silver,black,11900,12700,61490,2,southeast,0
1115,1115,1115,58846,2014,dodge,Grand Caravan,van,automatic,ca,4.0,17215.0,white,black,17050,16800,77030,1,pacific,2
1116,1116,1116,2121,2011,infiniti,M37,sedan,automatic,ca,2.4,43237.0,black,black,24000,14500,77030,4,pacific,2
1117,1117,1117,16392,2011,nissan,Maxima,sedan,automatic,ca,3.9,33825.0,black,black,17050,19250,77030,4,pacific,2
1118,1118,1118,350561,2001,honda,Civic,coupe,automatic,ga,3.8,211384.0,white,tan,1150,2100,61450,14,southeast,0
1119,1119,1119,69498,2012,chevrolet,Malibu,sedan,automatic,tx,3.5,42216.0,silver,black,12350,12600,68360,2,southwest,2
1120,1120,1120,227275,2010,nissan,Maxima,sedan,automatic,fl,2.3,83141.0,gray,black,11550,10300,59100,5,southeast,1
1121,1121,1121,175508,2014,ford,Escape,suv,automatic,tn,4.6,38063.0,—,black,19950,19600,57290,1,southeast,1
1122,1122,1122,37269,2004,bmw,5 Series,sedan,automatic,ca,3.7,138594.0,black,black,4650,5000,77030,11,pacific,2
1123,1123,1123,162781,2007,chevrolet,TrailBlazer,suv,automatic,tn,2.9,84910.0,silver,gray,13300,13000,57290,8,southeast,1
1124,1124,1124,58478,2010,ford,Taurus,sedan,automatic,ca,3.7,130567.0,silver,black,7200,6400,77030,5,pacific,2
1125,1125,1125,54316,2014,chevrolet,Silverado 1500,cab,automatic,ca,4.4,18746.0,gray,black,26100,26200,77030,1,pacific,2
1126,1126,1126,396404,2011,volkswagen,Jetta,sedan,automatic,nc,4.1,93436.0,silver,black,6425,9300,61490,4,southeast,0
1127,1127,1127,460879,2013,chevrolet,Equinox,suv,automatic,wa,3.1,30756.0,black,black,16600,17100,81400,2,pacific,0
1128,1128,1128,303524,2011,hyundai,Sonata,sedan,automatic,oh,4.9,63986.0,silver,gray,10600,12300,64520,4,midwest,1
1129,1129,1129,252629,2013,dodge,Dart,sedan,automatic,fl,3.9,22895.0,gray,black,12000,12100,59100,2,southeast,1
1130,1130,1130,447157,2000,ford,Taurus,sedan,automatic,ny,2.3,104850.0,green,gray,1250,750,70210,15,northeast,0
1131,1131,1131,244929,2002,gmc,Envoy,suv,automatic,fl,3.0,127195.0,gold,gray,3125,3200,59100,13,southeast,1
1132,1132,1132,251029,2012,chevrolet,Silverado 1500,cab,automatic,fl,3.4,84678.0,blue,black,11550,11100,59100,3,southeast,1
1133,1133,1133,426882,2012,volvo,S60,sedan,automatic,co,4.8,36895.0,white,beige,14850,16300,80610,3,mountain west,0
1134,1134,1134,443106,2008,bmw,X5,suv,automatic,mo,3.6,72068.0,silver,black,16350,15750,71660,7,midwest,0
1135,1135,1135,254141,2004,honda,Accord,sedan,automatic,fl,1.9,210661.0,blue,gray,2200,2800,59100,11,southeast,1
1136,1136,1136,175683,2013,hyundai,Santa Fe,suv,automatic,tn,4.3,48032.0,—,gray,17600,17400,57290,2,southeast,1
1137,1137,1137,302402,2014,kia,Optima,sedan,automatic,oh,4.4,13230.0,white,gray,15450,14500,64520,1,midwest,1
1138,1138,1138,283097,2008,gmc,Acadia,suv,automatic,nj,3.9,74083.0,silver,gray,11850,12000,82750,7,northeast,1
1139,1139,1139,430651,2006,dodge,Magnum,wagon,automatic,ut,2.4,107106.0,silver,gray,3325,4500,80200,9,mountain west,0
1140,1140,1140,171982,2009,chevrolet,Silverado 1500,cab,automatic,tn,2.0,71400.0,white,gray,17350,14000,57290,6,southeast,1
1141,1141,1141,76026,2012,infiniti,G Sedan,sedan,automatic,tx,4.5,26022.0,black,black,18400,18000,68360,3,southwest,2
1142,1142,1142,425197,2010,bmw,X5,suv,automatic,co,3.4,53991.0,red,beige,23600,24600,80610,5,mountain west,0
1143,1143,1143,272640,2012,honda,Civic,sedan,automatic,nj,2.2,24026.0,blue,gray,11450,9300,82750,3,northeast,1
1144,1144,1144,196712,2005,chrysler,300,sedan,automatic,fl,3.3,84187.0,green,black,6900,5500,59100,10,southeast,1
1145,1145,1145,291638,2011,bmw,3 Series,sedan,automatic,nv,4.6,28302.0,gray,gray,19800,22500,62960,4,mountain west,1
1146,1146,1146,356945,2013,mercedes-benz,C-Class,sedan,automatic,ga,2.8,43027.0,gray,black,19150,18300,61450,2,southeast,0
1147,1147,1147,390895,2012,ford,Fusion,sedan,automatic,nc,3.7,34207.0,black,black,11900,10300,61490,3,southeast,0
1148,1148,1148,88906,2003,chevrolet,Silverado 1500,cab,automatic,tx,2.3,90543.0,green,beige,6925,6900,68360,12,southwest,2
1149,1149,1149,413723,2014,acura,RDX,suv,automatic,il,4.1,23192.0,black,tan,28700,28200,73130,1,midwest,0
1150,1150,1150,267053,2006,chevrolet,TrailBlazer,suv,automatic,nj,3.3,131765.0,blue,gray,3525,3700,82750,9,northeast,1
1151,1151,1151,333556,2004,chevrolet,Avalanche,cab,automatic,mi,2.8,146596.0,black,tan,6375,6100,65610,11,midwest,0
1152,1152,1152,131515,2015,audi,Q5,suv,automatic,pa,5.0,4863.0,silver,black,40500,40600,73100,0,northeast,2
1153,1153,1153,111829,2012,nissan,Leaf,hatchback,automatic,pa,4.4,27037.0,white,beige,10400,10900,73100,3,northeast,2
1154,1154,1154,323790,2006,chrysler,Town and Country,van,automatic,mi,1.9,110854.0,gold,tan,3175,1600,65610,9,midwest,0
1155,1155,1155,256420,2012,nissan,Altima,coupe,automatic,fl,3.7,85500.0,white,beige,12350,12600,59100,3,southeast,1
1156,1156,1156,322720,2011,chevrolet,Equinox,suv,automatic,mi,4.1,108207.0,black,black,9700,9000,65610,4,midwest,0
1157,1157,1157,143557,2014,ford,Explorer,suv,automatic,az,3.7,41899.0,gray,black,26800,26500,63250,1,southwest,2
1158,1158,1158,166560,2003,ford,Crown Victoria,sedan,automatic,tn,2.4,264873.0,gold,tan,600,1100,57290,12,southeast,1
1159,1159,1159,170598,2013,infiniti,G Sedan,sedan,automatic,tn,2.9,11790.0,black,black,22700,22400,57290,2,southeast,1
1160,1160,1160,203435,2007,toyota,Sienna,van,automatic,fl,3.9,88381.0,white,gray,6325,9400,59100,8,southeast,1
1161,1161,1161,131648,2007,chevrolet,Colorado,cab,automatic,pa,2.9,99237.0,blue,black,10900,11500,73100,8,northeast,2
1162,1162,1162,290421,2012,toyota,Camry,sedan,automatic,nv,4.1,53318.0,silver,beige,12100,13250,62960,2,mountain west,1
1163,1163,1163,414220,2011,nissan,Rogue,suv,automatic,il,3.3,38852.0,white,beige,15000,16000,73130,4,midwest,0
1164,1164,1164,335193,2004,kia,Sedona,van,automatic,ga,3.6,140961.0,silver,gray,1075,1500,61450,10,southeast,0
1165,1165,1165,443421,2012,nissan,Sentra,sedan,automatic,mo,4.3,27753.0,white,gray,10200,11000,71660,3,midwest,0
1166,1166,1166,9955,2014,honda,CR-V,suv,automatic,ca,4.1,21010.0,white,beige,19550,20600,77030,0,pacific,2
1167,1167,1167,462856,2008,jeep,Wrangler,suv,manual,wa,3.9,84521.0,red,gray,13700,14300,81400,7,pacific,0
1168,1168,1168,144251,2012,ford,Focus,hatchback,automatic,az,2.3,58913.0,silver,black,8650,7400,63250,3,southwest,2
1169,1169,1169,328048,2014,ford,F-150,cab,automatic,mi,4.6,28561.0,white,gray,27600,27000,65610,1,midwest,0
1170,1170,1170,142844,2012,cadillac,SRX,suv,automatic,az,3.4,35076.0,black,black,22500,22600,63250,3,southwest,2
1171,1171,1171,420601,2015,buick,Verano,sedan,automatic,il,4.0,17184.0,white,gray,16750,17100,73130,0,midwest,0
1172,1172,1172,147472,2011,chevrolet,Malibu,sedan,automatic,az,3.4,42752.0,black,black,9825,10500,63250,4,southwest,2
1173,1173,1173,134169,2012,volkswagen,Passat,sedan,automatic,mn,4.1,62221.0,gray,black,10500,11500,83200,3,midwest,2
1174,1174,1174,158934,2011,infiniti,G Sedan,sedan,automatic,tn,3.4,50314.0,black,tan,18550,18000,57290,3,southeast,1
1175,1175,1175,360126,2008,lexus,LS 460,sedan,automatic,ga,3.4,113617.0,gray,black,24800,19750,61450,7,southeast,0
1176,1176,1176,413646,2012,honda,Accord,sedan,automatic,il,2.9,36444.0,white,tan,15950,15500,73130,3,midwest,0
1177,1177,1177,145890,2014,infiniti,QX60,suv,automatic,az,3.6,30479.0,gray,black,31000,30000,63250,1,southwest,2
1178,1178,1178,434469,2010,chevrolet,Equinox,suv,automatic,mo,2.9,72094.0,silver,gray,9525,10400,71660,5,midwest,0
1179,1179,1179,24008,2013,ford,Escape,suv,automatic,ca,4.7,28941.0,green,beige,17750,18600,77030,2,pacific,2
1180,1180,1180,321569,2013,chevrolet,Silverado 1500,cab,automatic,mi,4.2,47893.0,black,black,18700,20000,65610,2,midwest,0
1181,1181,1181,181390,2000,toyota,Corolla,sedan,automatic,md,2.7,112088.0,silver,gray,1550,1900,89090,15,northeast,1
1182,1182,1182,337549,2010,ford,F-150,cab,automatic,ga,4.4,68778.0,gray,gray,25800,27100,61450,5,southeast,0
1183,1183,1183,21519,2013,chrysler,200,sedan,automatic,ca,1.0,34086.0,red,black,10800,9800,77030,2,pacific,2
1184,1184,1184,44016,2013,mercedes-benz,GLK-Class,suv,automatic,ca,3.9,20277.0,black,black,30200,29750,77030,2,pacific,2
1185,1185,1185,248605,2014,infiniti,Q50,sedan,automatic,fl,4.8,8541.0,gray,black,30800,30400,59100,1,southeast,1
1186,1186,1186,27401,2003,toyota,Matrix,wagon,automatic,ca,2.2,154860.0,black,black,2875,3400,77030,12,pacific,2
1187,1187,1187,429694,2014,toyota,Camry,sedan,automatic,ut,1.0,22391.0,white,black,16150,11200,80200,1,mountain west,0
1188,1188,1188,206977,2008,chevrolet,Silverado 2500HD,cab,automatic,fl,2.8,119495.0,white,gray,23500,25000,59100,7,southeast,1
1189,1189,1189,233009,2005,lexus,ES 330,sedan,automatic,fl,2.8,104485.0,gray,gray,7700,6900,59100,10,southeast,1
